SECONDS,PID,VALUE,UNITS
0.0,Engine RPM,5857.0,rpm
0.0,Instant engine power (based on fuel consumption),1041.82366047529,hp
0.0,Vehicle speed,8.69919669132267,mph
0.6010000000023865,Engine RPM,6682.0,rpm
0.6010000000023865,Instant engine power (based on fuel consumption),1215.46093722117,hp
0.6010000000023865,Vehicle speed,56.5447784935974,mph
1.2030000000013388,Engine RPM,1220.0,rpm
1.2030000000013388,Instant engine power (based on fuel consumption),636.670014734899,hp
1.2030000000013388,Vehicle speed,131.109321562077,mph
1.805000000000291,Engine RPM,2588.0,rpm
1.805000000000291,Instant engine power (based on fuel consumption),1485.56336771477,hp
1.805000000000291,Vehicle speed,111.225443410483,mph
2.405000000006112,Engine RPM,2766.0,rpm
2.405000000006112,Vehicle speed,50.9524377634614,mph
2.4060000000026776,Instant engine power (based on fuel consumption),1852.13095195607,hp
3.007000000005064,Engine RPM,6412.0,rpm
3.007000000005064,Vehicle speed,120.546011294043,mph
3.00800000000163,Instant engine power (based on fuel consumption),1832.83792120653,hp
3.6090000000040163,Engine RPM,3884.0,rpm
3.6090000000040163,Instant engine power (based on fuel consumption),791.014260731239,hp
3.6090000000040163,Vehicle speed,70.8363159150561,mph
4.209000000002561,Engine RPM,1518.0,rpm
4.209000000002561,Instant engine power (based on fuel consumption),1176.87487572209,hp
4.209000000002561,Vehicle speed,118.060526525093,mph
4.811000000001513,Engine RPM,5285.0,rpm
4.811000000001513,Instant engine power (based on fuel consumption),848.893352979866,hp
4.811000000001513,Vehicle speed,5.59234073013601,mph
5.413000000000466,Engine RPM,3593.0,rpm
5.413000000000466,Instant engine power (based on fuel consumption),559.49789173673,hp
5.413000000000466,Vehicle speed,78.9141414141414,mph
6.014000000002852,Engine RPM,3134.0,rpm
6.014000000002852,Instant engine power (based on fuel consumption),1003.23759897621,hp
6.014000000002852,Vehicle speed,21.7479917283067,mph
6.028000000005704,Engine RPM,1563.0,rpm
6.028000000005704,Instant engine power (based on fuel consumption),1215.46093722117,hp
6.028000000005704,Vehicle speed,65.2439751849201,mph
6.629000000000815,Engine RPM,6157.0,rpm
6.629000000000815,Vehicle speed,131.109321562077,mph
7.232000000003609,Engine RPM,4780.0,rpm
7.232000000003609,Vehicle speed,52.195180147936,mph
7.233000000000175,Instant engine power (based on fuel consumption),1910.0100442047,hp
7.834000000002561,Engine RPM,3541.0,rpm
7.834000000002561,Instant engine power (based on fuel consumption),1311.92609096888,hp
7.834000000002561,Vehicle speed,86.9919669132267,mph
8.435000000004948,Instant engine power (based on fuel consumption),1138.288814223,hp
8.435000000004948,Vehicle speed,70.2149447228187,mph
9.036000000000058,Instant engine power (based on fuel consumption),1118.99578347346,hp
9.036000000000058,Vehicle speed,4.97096953789867,mph
9.627000000000407,Vehicle acceleration,-9.35461240182126,m/s²
9.637000000002445,Engine RPM,4585.0,rpm
9.637000000002445,Vehicle acceleration,-9.35461240182126,m/s²
9.637000000002445,Vehicle speed,1.864113576712,mph
9.63799999999901,Instant engine power (based on fuel consumption),405.15364574039,hp
10.239000000001397,Engine RPM,3274.0,rpm
10.239000000001397,Instant engine power (based on fuel consumption),964.65153747712,hp
10.239000000001397,Vehicle speed,120.546011294043,mph
10.838999999999942,Engine RPM,2436.0,rpm
10.838999999999942,Instant engine power (based on fuel consumption),848.893352979866,hp
10.838999999999942,Vehicle speed,114.332299371669,mph
11.440000000002328,Engine RPM,3351.0,rpm
11.440000000002328,Instant engine power (based on fuel consumption),733.135168482611,hp
11.440000000002328,Vehicle speed,88.2347092977014,mph
12.041000000004715,Engine RPM,4751.0,rpm
12.041000000004715,Instant engine power (based on fuel consumption),559.49789173673,hp
12.041000000004715,Vehicle speed,101.904875526923,mph
12.641999999999825,Engine RPM,6194.0,rpm
12.641999999999825,Instant engine power (based on fuel consumption),1466.27033696522,hp
12.641999999999825,Vehicle speed,85.1278533365147,mph
13.243000000002212,Engine RPM,3477.0,rpm
13.243000000002212,Instant engine power (based on fuel consumption),443.739707239475,hp
13.243000000002212,Vehicle speed,79.5355126063787,mph
13.844000000004598,Engine RPM,6537.0,rpm
13.844000000004598,Instant engine power (based on fuel consumption),1118.99578347346,hp
13.844000000004598,Vehicle speed,129.866579177603,mph
14.444999999999709,Engine RPM,1039.0,rpm
14.444999999999709,Vehicle speed,68.9722023383441,mph
15.046000000002095,Engine RPM,1125.0,rpm
15.046000000002095,Vehicle speed,47.8455818022747,mph
15.647000000004482,Engine RPM,5068.0,rpm
15.647000000004482,Instant engine power (based on fuel consumption),906.772445228493,hp
15.647000000004482,Vehicle speed,65.8653463771574,mph
16.247000000003027,Engine RPM,1102.0,rpm
16.247000000003027,Instant engine power (based on fuel consumption),1620.61458296156,hp
16.247000000003027,Vehicle speed,5.59234073013601,mph
16.85399999999936,Engine RPM,5577.0,rpm
16.85399999999936,Instant engine power (based on fuel consumption),1138.288814223,hp
16.85399999999936,Vehicle speed,34.1754155730534,mph
17.455000000001746,Engine RPM,5043.0,rpm
17.455000000001746,Vehicle speed,75.1859142607174,mph
17.456000000005588,Instant engine power (based on fuel consumption),1543.44245996339,hp
18.05800000000454,Engine RPM,2616.0,rpm
18.05800000000454,Instant engine power (based on fuel consumption),1446.97730621568,hp
18.05800000000454,Vehicle speed,126.138352024179,mph
18.65899999999965,Engine RPM,6028.0,rpm
18.65899999999965,Instant engine power (based on fuel consumption),443.739707239475,hp
18.65899999999965,Vehicle speed,21.7479917283067,mph
19.260000000002037,Engine RPM,5603.0,rpm
19.260000000002037,Vehicle speed,15.5342798059333,mph
19.262000000002445,Instant engine power (based on fuel consumption),1369.80518321751,hp
19.86300000000483,Engine RPM,2624.0,rpm
19.86300000000483,Vehicle speed,33.554044380816,mph
20.463999999999942,Engine RPM,5694.0,rpm
20.463999999999942,Instant engine power (based on fuel consumption),887.479414478951,hp
20.463999999999942,Vehicle speed,128.002465600891,mph
21.06500000000233,Engine RPM,2164.0,rpm
21.06500000000233,Vehicle speed,132.352063946552,mph
21.66700000000128,Engine RPM,4556.0,rpm
21.66700000000128,Instant engine power (based on fuel consumption),154.344245996339,hp
21.66700000000128,Vehicle speed,114.332299371669,mph
22.268000000003667,Engine RPM,1102.0,rpm
22.268000000003667,Vehicle speed,34.1754155730534,mph
22.269000000000233,Instant engine power (based on fuel consumption),1601.32155221202,hp
22.87000000000262,Engine RPM,5204.0,rpm
22.87000000000262,Instant engine power (based on fuel consumption),1852.13095195607,hp
22.87000000000262,Vehicle speed,83.2637397598027,mph
23.470000000001164,Instant engine power (based on fuel consumption),945.358506727578,hp
23.470000000001164,Vehicle speed,1.864113576712,mph
24.07100000000355,Engine RPM,1590.0,rpm
24.07100000000355,Instant engine power (based on fuel consumption),1369.80518321751,hp
24.07100000000355,Vehicle speed,13.6701662292213,mph
24.672000000005937,Engine RPM,2806.0,rpm
24.672000000005937,Vehicle speed,78.9141414141414,mph
24.673000000002503,Instant engine power (based on fuel consumption),848.893352979866,hp
25.27400000000489,Instant engine power (based on fuel consumption),424.446676489933,hp
25.27400000000489,Vehicle speed,26.7189612662054,mph
25.874000000003434,Instant engine power (based on fuel consumption),1157.58184497254,hp
25.874000000003434,Vehicle speed,13.6701662292213,mph
26.476000000002387,Engine RPM,2616.0,rpm
26.476000000002387,Instant engine power (based on fuel consumption),1427.68427546614,hp
26.476000000002387,Vehicle speed,109.982701026008,mph
27.077000000004773,Engine RPM,6806.0,rpm
27.077000000004773,Vehicle speed,14.2915374214587,mph
27.677999999999884,Engine RPM,1396.0,rpm
27.677999999999884,Instant engine power (based on fuel consumption),1562.73549071293,hp
27.677999999999884,Vehicle speed,26.7189612662054,mph
28.27900000000227,Engine RPM,3023.0,rpm
28.27900000000227,Instant engine power (based on fuel consumption),1755.66579820836,hp
28.27900000000227,Vehicle speed,46.6028394178,mph
28.88300000000163,Instant engine power (based on fuel consumption),501.618799488103,hp
28.88300000000163,Vehicle speed,17.3983933826453,mph
29.485000000000582,Engine RPM,3606.0,rpm
29.485000000000582,Instant engine power (based on fuel consumption),1485.56336771477,hp
29.485000000000582,Vehicle speed,119.924640101805,mph
30.084999999999127,Engine RPM,6253.0,rpm
30.084999999999127,Instant engine power (based on fuel consumption),1234.75396797071,hp
30.084999999999127,Vehicle speed,27.3403324584427,mph
30.70100000000093,Engine RPM,938.0,rpm
30.70100000000093,Instant engine power (based on fuel consumption),192.930307495424,hp
30.70100000000093,Vehicle speed,119.303268909568,mph
31.300999999999476,Engine RPM,3434.0,rpm
31.300999999999476,Instant engine power (based on fuel consumption),559.49789173673,hp
31.300999999999476,Vehicle speed,13.6701662292213,mph
31.90400000000227,Engine RPM,3412.0,rpm
31.90400000000227,Instant engine power (based on fuel consumption),1118.99578347346,hp
31.90400000000227,Vehicle speed,80.7782549908534,mph
32.50600000000122,Engine RPM,2885.0,rpm
32.50600000000122,Instant engine power (based on fuel consumption),1350.51215246797,hp
32.50600000000122,Vehicle speed,52.8165513401734,mph
33.10599999999977,Engine RPM,3682.0,rpm
33.10599999999977,Instant engine power (based on fuel consumption),1794.25185970744,hp
33.10599999999977,Vehicle speed,118.681897717331,mph
33.707000000002154,Engine RPM,4908.0,rpm
33.707000000002154,Instant engine power (based on fuel consumption),1176.87487572209,hp
33.707000000002154,Vehicle speed,88.2347092977014,mph
34.31300000000192,Engine RPM,2218.0,rpm
34.31300000000192,Instant engine power (based on fuel consumption),1118.99578347346,hp
34.31300000000192,Vehicle speed,136.080291099976,mph
34.91400000000431,Engine RPM,1970.0,rpm
34.91400000000431,Vehicle speed,51.5738089556987,mph
34.91500000000087,Instant engine power (based on fuel consumption),154.344245996339,hp
35.51600000000326,Instant engine power (based on fuel consumption),617.376983985357,hp
35.51600000000326,Vehicle speed,130.48795036984,mph
36.117000000005646,Engine RPM,6145.0,rpm
36.117000000005646,Instant engine power (based on fuel consumption),1601.32155221202,hp
36.117000000005646,Vehicle speed,87.6133381054641,mph
36.71800000000076,Engine RPM,5128.0,rpm
36.71800000000076,Instant engine power (based on fuel consumption),135.051215246797,hp
36.71800000000076,Vehicle speed,47.8455818022747,mph
37.31900000000314,Engine RPM,6736.0,rpm
37.31900000000314,Instant engine power (based on fuel consumption),1910.0100442047,hp
37.31900000000314,Vehicle speed,111.225443410483,mph
37.92000000000553,Instant engine power (based on fuel consumption),1427.68427546614,hp
37.92000000000553,Vehicle speed,27.3403324584427,mph
38.52200000000448,Engine RPM,4159.0,rpm
38.52200000000448,Instant engine power (based on fuel consumption),868.186383729408,hp
38.52200000000448,Vehicle speed,26.097590073968,mph
39.12299999999959,Instant engine power (based on fuel consumption),1736.37276745882,hp
39.12299999999959,Vehicle speed,37.9036427264774,mph
39.72500000000582,Engine RPM,5720.0,rpm
39.72500000000582,Instant engine power (based on fuel consumption),154.344245996339,hp
39.72500000000582,Vehicle speed,60.8943768392587,mph
40.325000000004366,Engine RPM,4187.0,rpm
40.325000000004366,Vehicle speed,55.3020361091227,mph
40.925999999999476,Engine RPM,3124.0,rpm
40.925999999999476,Instant engine power (based on fuel consumption),1852.13095195607,hp
40.925999999999476,Vehicle speed,95.0697924123121,mph
41.52700000000186,Engine RPM,5316.0,rpm
41.52700000000186,Instant engine power (based on fuel consumption),1003.23759897621,hp
41.52700000000186,Vehicle speed,128.623836793128,mph
42.12800000000425,Engine RPM,6195.0,rpm
42.12800000000425,Instant engine power (based on fuel consumption),1871.42398270561,hp
42.12800000000425,Vehicle speed,58.4088920703094,mph
42.728000000002794,Engine RPM,900.0,rpm
42.728000000002794,Vehicle speed,77.6713990296667,mph
42.72899999999936,Instant engine power (based on fuel consumption),733.135168482611,hp
43.32900000000518,Engine RPM,1259.0,rpm
43.32900000000518,Instant engine power (based on fuel consumption),1176.87487572209,hp
43.32900000000518,Vehicle speed,47.2242106100374,mph
43.93000000000029,Engine RPM,6447.0,rpm
43.93000000000029,Instant engine power (based on fuel consumption),347.274553491763,hp
43.93000000000029,Vehicle speed,2.48548476894934,mph
44.53100000000268,Engine RPM,6107.0,rpm
44.53100000000268,Vehicle speed,42.874612264376,mph
45.13100000000122,Engine RPM,3481.0,rpm
45.13100000000122,Vehicle speed,17.3983933826453,mph
45.132000000005064,Instant engine power (based on fuel consumption),1369.80518321751,hp
45.733000000000175,Engine RPM,2338.0,rpm
45.733000000000175,Instant engine power (based on fuel consumption),1350.51215246797,hp
45.733000000000175,Vehicle speed,45.9814682255627,mph
46.33499999999913,Engine RPM,6409.0,rpm
46.33499999999913,Instant engine power (based on fuel consumption),1813.54489045699,hp
46.33499999999913,Vehicle speed,127.381094408653,mph
46.937000000005355,Engine RPM,2536.0,rpm
46.937000000005355,Instant engine power (based on fuel consumption),675.256076233984,hp
46.937000000005355,Vehicle speed,45.3600970333254,mph
47.5370000000039,Engine RPM,4235.0,rpm
47.5370000000039,Instant engine power (based on fuel consumption),1254.04699872026,hp
47.5370000000039,Vehicle speed,113.710928179432,mph
48.13799999999901,Instant engine power (based on fuel consumption),1215.46093722117,hp
48.13799999999901,Vehicle speed,36.6609003420027,mph
48.74000000000524,Engine RPM,6260.0,rpm
48.74000000000524,Instant engine power (based on fuel consumption),192.930307495424,hp
48.74000000000524,Vehicle speed,1.864113576712,mph
49.34100000000035,Engine RPM,1392.0,rpm
49.34100000000035,Instant engine power (based on fuel consumption),501.618799488103,hp
49.34100000000035,Vehicle speed,100.662133142448,mph
49.94400000000314,Engine RPM,3571.0,rpm
49.94400000000314,Instant engine power (based on fuel consumption),540.204860987187,hp
49.94400000000314,Vehicle speed,95.6911636045494,mph
50.54500000000553,Engine RPM,1803.0,rpm
50.546000000002095,Instant engine power (based on fuel consumption),1215.46093722117,hp
50.546000000002095,Vehicle speed,89.4774516821761,mph
51.14700000000448,Engine RPM,6827.0,rpm
51.14700000000448,Instant engine power (based on fuel consumption),945.358506727578,hp
51.14700000000448,Vehicle acceleration,15.4647523463711,m/s²
51.14700000000448,Vehicle speed,85.1278533365147,mph
51.74700000000303,Engine RPM,2750.0,rpm
51.74700000000303,Vehicle speed,87.6133381054641,mph
51.74799999999959,Instant engine power (based on fuel consumption),1910.0100442047,hp
52.34800000000541,Engine RPM,5435.0,rpm
52.34800000000541,Instant engine power (based on fuel consumption),713.842137733069,hp
52.34800000000541,Vehicle speed,127.381094408653,mph
52.950000000004366,Engine RPM,5306.0,rpm
52.950000000004366,Instant engine power (based on fuel consumption),1678.49367521019,hp
52.950000000004366,Vehicle speed,105.633102680347,mph
53.550999999999476,Engine RPM,5747.0,rpm
53.550999999999476,Instant engine power (based on fuel consumption),1524.14942921385,hp
53.550999999999476,Vehicle speed,110.604072218245,mph
54.15200000000186,Engine RPM,1635.0,rpm
54.15200000000186,Instant engine power (based on fuel consumption),1350.51215246797,hp
54.15200000000186,Vehicle speed,62.1371192237334,mph
54.75300000000425,Engine RPM,3485.0,rpm
54.75300000000425,Instant engine power (based on fuel consumption),578.790922486272,hp
54.75300000000425,Vehicle speed,113.710928179432,mph
55.353000000002794,Engine RPM,4564.0,rpm
55.353000000002794,Vehicle speed,65.2439751849201,mph
55.35399999999936,Instant engine power (based on fuel consumption),1427.68427546614,hp
55.955000000001746,Engine RPM,3530.0,rpm
55.955000000001746,Instant engine power (based on fuel consumption),1601.32155221202,hp
55.955000000001746,Vehicle speed,59.0302632625467,mph
56.55600000000413,Vehicle acceleration,-8.54959973338928,m/s²
56.55600000000413,Vehicle speed,16.1556509981707,mph
56.5570000000007,Instant engine power (based on fuel consumption),655.963045484442,hp
57.15699999999924,Engine RPM,4705.0,rpm
